"","price","vehicleType","gearbox","powerPS","kilometer","fuelType","age"
"100405",1150,"compact","manuell",50,150000,"benzin",18
"100409",3450,"cabrio","manuell",115,150000,"benzin",26
"100411",6890,"compact","manuell",105,90000,"benzin",9
"100412",1400,"compact","manuell",101,150000,"benzin",17
"100415",1900,"compact","manuell",75,90000,"benzin",19
"100416",2999,"compact","manuell",67,50000,"benzin",10
"100418",2500,"coupe","manuell",191,150000,"benzin",17
"100422",2890,"compact","manuell",73,100000,"benzin",11
"100434",8500,"cabrio","manuell",198,150000,"benzin",13
"100437",950,"compact","manuell",58,125000,"benzin",16
"100441",699,"compact","manuell",60,150000,"benzin",16
"100445",28800,"suv","automatik",170,80000,"diesel",4
"100447",600,"compact","manuell",58,150000,"benzin",19
"100449",2390,"compact","manuell",75,150000,"benzin",11
"100454",7200,"cabrio","manuell",143,100000,"benzin",13
"100460",19200,"suv","manuell",170,70000,"diesel",6
"100461",750,"compact","manuell",50,125000,"benzin",21
"100462",12399,"compact","manuell",102,60000,"benzin",7
"100470",3299,"cabrio","manuell",109,150000,"benzin",12
"100471",1500,"cabrio","manuell",90,150000,"benzin",21
"100476",21900,"suv","manuell",140,60000,"diesel",5
"100477",2790,"compact","automatik",75,150000,"benzin",17
"100478",1900,"compact","automatik",75,125000,"benzin",17
"100481",13500,"suv","manuell",177,125000,"diesel",6
"100483",1100,"compact","automatik",601,150000,"benzin",19
"100488",7700,"compact","manuell",60,5000,"benzin",3
"100491",15500,"coupe","manuell",110,100000,"benzin",54
"100498",500,"compact","manuell",60,125000,"benzin",18
"100503",799,"compact","manuell",69,150000,"benzin",18
"100504",1250,"compact","manuell",60,150000,"benzin",18
"100505",7990,"compact","manuell",200,150000,"benzin",11
"100507",5200,"compact","manuell",116,150000,"diesel",13
"100515",16400,"coupe","automatik",170,125000,"diesel",7
"100522",2400,"compact","manuell",68,150000,"diesel",14
"100531",21490,"suv","manuell",140,40000,"diesel",5
"100533",5200,"compact","manuell",80,80000,"benzin",9
"100537",19100,"cabrio","manuell",140,125000,"diesel",5
"100539",27700,"suv","manuell",177,30000,"diesel",4
"100541",9990,"compact","manuell",109,70000,"diesel",9
"100547",5900,"cabrio","automatik",193,150000,"benzin",19
"100556",28500,"cabrio","automatik",272,30000,"benzin",7
"100563",12900,"cabrio","manuell",105,150000,"diesel",5
"100564",16000,"coupe","automatik",333,150000,"benzin",12
"100567",8800,"compact","manuell",109,90000,"benzin",6
"100568",1599,"compact","manuell",58,90000,"benzin",14
"100575",1500,"coupe","manuell",150,150000,"diesel",13
"100577",4450,"compact","manuell",68,60000,"benzin",5
"100583",2500,"cabrio","manuell",115,100000,"benzin",19
"100585",750,"compact","manuell",58,150000,"benzin",18
"100587",3800,"compact","manuell",77,100000,"benzin",8
"100588",4250,"compact","manuell",80,150000,"benzin",11
"100590",6000,"compact","manuell",101,150000,"diesel",9
"100593",3690,"cabrio","manuell",110,150000,"benzin",15
"100605",21999,"cabrio","automatik",275,100000,"benzin",48
"100612",3999,"suv","automatik",230,150000,"benzin",18
"100644",3999,"compact","manuell",75,150000,"diesel",13
"100645",7290,"compact","manuell",82,60000,"benzin",5
"100649",1099,"compact","manuell",125,150000,"benzin",25
"100650",31999,"suv","manuell",150,30000,"diesel",4
"100651",12500,"suv","automatik",239,150000,"diesel",9
"100652",6999,"coupe","automatik",136,150000,"benzin",32
"100655",2299,"compact","manuell",73,150000,"benzin",12
"100656",850,"compact","manuell",54,150000,"benzin",18
"100660",1450,"compact","automatik",75,125000,"benzin",15
"100662",9000,"cabrio","manuell",148,50000,"benzin",22
"100668",13990,"compact","manuell",211,70000,"benzin",5
"100672",22900,"suv","manuell",163,70000,"diesel",6
"100679",2400,"coupe","manuell",150,150000,"benzin",19
"100680",5200,"coupe","automatik",170,150000,"benzin",15
"100681",1490,"cabrio","manuell",90,150000,"benzin",21
"100682",1300,"compact","manuell",70,125000,"benzin",17
"100686",21499,"coupe","manuell",204,100000,"diesel",6
"100689",16000,"cabrio","manuell",102,30000,"benzin",8
"100692",24499,"suv","automatik",506,20000,"benzin",12
"100694",7490,"suv","manuell",105,40000,"benzin",6
"100695",1199,"compact","manuell",75,150000,"benzin",16
"100698",4499,"compact","manuell",75,150000,"diesel",10
"100701",3000,"compact","manuell",116,150000,"benzin",12
"100704",4600,"compact","manuell",75,70000,"benzin",10
"100707",3590,"suv","automatik",150,150000,"diesel",14
"100711",4390,"compact","automatik",71,70000,"benzin",8
"100713",4200,"cabrio","manuell",136,125000,"benzin",12
"100714",4300,"cabrio","manuell",109,100000,"benzin",13
"100716",2799,"cabrio","manuell",90,150000,"benzin",21
"100738",1200,"compact","manuell",90,150000,"benzin",16
"100740",2850,"compact","manuell",116,150000,"benzin",14
"100744",5790,"compact","manuell",60,90000,"benzin",6
"100745",400,"compact","manuell",60,70000,"benzin",19
"100746",13000,"cabrio","manuell",231,150000,"benzin",14
"100748",3500,"cabrio","manuell",98,150000,"benzin",26
"100749",31000,"cabrio","automatik",204,30000,"diesel",4
"100756",8888,"cabrio","manuell",122,90000,"benzin",9
"100757",650,"compact","manuell",60,150000,"benzin",21
"100758",6200,"compact","manuell",80,50000,"benzin",11
"100762",2298,"coupe","automatik",192,150000,"benzin",15
"100765",900,"compact","manuell",38,125000,"benzin",25
"100770",2500,"compact","manuell",70,150000,"diesel",10
"100774",2200,"compact","manuell",67,150000,"benzin",9
"100775",435,"compact","manuell",54,125000,"benzin",22
"100776",2700,"compact","manuell",86,150000,"diesel",11
"100779",3200,"compact","automatik",70,100000,"benzin",11
"100780",6039,"compact","manuell",69,80000,"diesel",6
"100786",24300,"suv","automatik",286,150000,"diesel",8
"100788",5400,"compact","manuell",69,70000,"benzin",8
"100789",5000,"cabrio","manuell",132,150000,"benzin",17
"100792",4900,"compact","manuell",116,100000,"benzin",12
"100817",3800,"compact","manuell",41,60000,"diesel",10
"100818",18990,"suv","manuell",143,60000,"diesel",6
"100821",10690,"suv","manuell",177,60000,"benzin",10
"100824",799,"compact","manuell",75,150000,"benzin",16
"100834",10600,"compact","manuell",94,20000,"benzin",3
"100836",350,"compact","manuell",60,150000,"benzin",21
"100838",1750,"compact","manuell",75,150000,"benzin",15
"100839",8000,"compact","manuell",60,50000,"benzin",7
"100843",650,"compact","manuell",80,150000,"benzin",16
"100845",2499,"compact","manuell",80,80000,"benzin",12
"100846",1950,"compact","manuell",58,70000,"benzin",12
"100852",599,"compact","manuell",45,150000,"benzin",23
"100854",12900,"suv","manuell",122,125000,"benzin",6
"100858",5999,"coupe","manuell",179,150000,"benzin",15
"100874",20999,"coupe","automatik",224,150000,"diesel",12
"100876",14900,"suv","manuell",110,50000,"diesel",4
"100885",5000,"compact","manuell",55,50000,"benzin",7
"100887",1950,"compact","manuell",58,90000,"benzin",14
"100888",11700,"suv","manuell",136,150000,"diesel",7
"100900",10000,"suv","automatik",140,100000,"diesel",6
"100903",16500,"suv","automatik",150,60000,"diesel",6
"100919",1800,"coupe","manuell",90,100000,"benzin",19
"100922",15600,"suv","automatik",150,70000,"diesel",7
"100926",29890,"coupe","manuell",245,90000,"benzin",11
"100934",17800,"cabrio","automatik",272,30000,"benzin",12
"100940",4700,"cabrio","manuell",109,100000,"benzin",11
"100941",3700,"compact","manuell",75,150000,"diesel",14
"100949",650,"compact","manuell",58,150000,"benzin",17
"100951",500,"compact","manuell",45,150000,"benzin",24
"100954",800,"compact","manuell",86,150000,"benzin",18
"100959",6200,"compact","manuell",150,125000,"benzin",17
"100963",1000,"compact","manuell",60,150000,"benzin",18
"100966",11900,"cabrio","manuell",156,40000,"benzin",6
"100967",4590,"compact","manuell",64,90000,"benzin",11
"100974",725,"compact","manuell",50,150000,"benzin",21
"100975",16900,"suv","automatik",170,150000,"diesel",7
"100976",6300,"compact","manuell",100,100000,"benzin",9
"100980",1299,"compact","manuell",60,150000,"benzin",15
"100995",6950,"coupe","manuell",170,150000,"benzin",13
"101001",11100,"suv","automatik",218,150000,"diesel",12
"101005",1780,"compact","manuell",75,150000,"benzin",14
"101010",1500,"coupe","manuell",101,150000,"benzin",18
"101011",1350,"coupe","manuell",170,150000,"benzin",20
"101020",9950,"coupe","automatik",320,150000,"benzin",23
"101026",3900,"compact","automatik",71,125000,"benzin",8
"101031",4500,"compact","manuell",101,150000,"benzin",12
"101032",1699,"compact","automatik",80,150000,"benzin",14
"101034",6450,"compact","manuell",69,30000,"benzin",8
"101042",3850,"cabrio","manuell",115,150000,"benzin",20
"101044",20900,"suv","manuell",136,10000,"diesel",2
"101052",4300,"suv","automatik",250,150000,"diesel",14
"101056",600,"compact","manuell",54,150000,"benzin",17
"101059",6900,"compact","manuell",69,30000,"benzin",4
"101060",6900,"cabrio","manuell",193,150000,"benzin",16
"101062",12699,"compact","manuell",135,30000,"benzin",6
"101063",2750,"compact","automatik",54,125000,"benzin",15
"101065",900,"cabrio","manuell",90,150000,"benzin",22
"101072",1350,"compact","manuell",58,150000,"benzin",15
"101076",550,"compact","manuell",45,150000,"benzin",21
"101078",6900,"coupe","manuell",224,150000,"benzin",17
"101082",14000,"coupe","automatik",250,100000,"benzin",11
"101084",27000,"coupe","automatik",204,60000,"benzin",5
"101085",599,"compact","manuell",75,150000,"benzin",20
"101086",999,"compact","manuell",45,150000,"benzin",18
"101087",14986,"cabrio","automatik",204,125000,"benzin",19
"101088",3333,"cabrio","manuell",90,125000,"benzin",19
"101092",500,"coupe","manuell",60,150000,"benzin",16
"101099",350,"compact","manuell",50,150000,"benzin",19
"101101",899,"compact","manuell",60,125000,"benzin",20
"101111",1000,"compact","manuell",131,150000,"benzin",16
"101116",1700,"compact","manuell",80,150000,"benzin",14
"101122",9450,"cabrio","manuell",150,150000,"benzin",13
"101126",17700,"suv","manuell",184,90000,"benzin",6
"101132",1690,"compact","manuell",60,150000,"benzin",15
"101133",3200,"cabrio","manuell",90,150000,"benzin",22
"101138",5800,"compact","manuell",80,80000,"benzin",8
"101143",14800,"cabrio","manuell",105,30000,"benzin",5
"101144",1111,"compact","manuell",54,90000,"benzin",17
"101157",1999,"compact","manuell",50,125000,"benzin",21
"101163",7699,"coupe","manuell",136,70000,"diesel",8
"101171",5800,"coupe","manuell",231,150000,"benzin",14
"101175",2800,"compact","manuell",45,150000,"benzin",21
"101182",690,"compact","manuell",45,150000,"benzin",26
"101189",7480,"compact","manuell",60,50000,"benzin",4
"101190",3000,"compact","manuell",75,125000,"benzin",14
"101192",300,"compact","manuell",60,100000,"benzin",21
"101193",1499,"compact","manuell",60,150000,"benzin",15
"101199",4999,"cabrio","manuell",113,150000,"benzin",25
"101200",29500,"coupe","automatik",239,100000,"diesel",6
"101202",4950,"compact","manuell",116,125000,"benzin",13
"101209",14000,"suv","automatik",239,60000,"diesel",8
"101210",850,"compact","manuell",60,150000,"benzin",18
"101215",19800,"coupe","manuell",211,80000,"benzin",8
"101216",999,"compact","manuell",75,150000,"benzin",19
"101218",9900,"compact","manuell",109,125000,"diesel",9
"101219",10200,"suv","manuell",150,150000,"diesel",11
"101220",3300,"compact","manuell",88,90000,"benzin",11
"101221",2900,"compact","manuell",60,80000,"benzin",10
"101226",1699,"cabrio","manuell",116,150000,"benzin",21
"101227",10900,"cabrio","manuell",122,60000,"benzin",8
"101228",18500,"cabrio","manuell",177,150000,"diesel",8
"101232",7680,"compact","manuell",60,30000,"benzin",5
"101241",12560,"cabrio","manuell",120,50000,"benzin",8
"101242",1600,"compact","manuell",58,125000,"benzin",11
"101250",13900,"coupe","automatik",288,70000,"benzin",17
"101257",3500,"cabrio","manuell",136,150000,"benzin",20
"101259",2350,"compact","manuell",64,90000,"benzin",14
"101260",42300,"cabrio","automatik",265,20000,"benzin",5
"101261",5999,"coupe","manuell",125,150000,"benzin",21
"101263",5999,"cabrio","manuell",98,150000,"benzin",25
"101268",3450,"compact","manuell",86,150000,"benzin",10
"101270",1500,"compact","manuell",52,150000,"benzin",11
"101272",850,"compact","manuell",75,150000,"benzin",17
"101277",4990,"compact","manuell",80,125000,"benzin",13
"101281",799,"compact","manuell",50,150000,"benzin",15
"101283",1144,"compact","manuell",54,125000,"benzin",17
"101286",6000,"compact","manuell",86,125000,"benzin",9
"101295",1099,"compact","manuell",60,150000,"diesel",18
"101298",230,"compact","manuell",50,150000,"benzin",16
"101299",2200,"compact","manuell",54,150000,"benzin",13
"101304",37900,"cabrio","automatik",436,40000,"benzin",9
"101321",15500,"coupe","automatik",224,150000,"diesel",10
"101322",950,"compact","manuell",65,150000,"benzin",18
"101327",2150,"compact","manuell",101,150000,"diesel",15
"101332",14999,"suv","automatik",140,150000,"diesel",8
"101334",980,"compact","manuell",55,80000,"benzin",19
"101338",2300,"compact","manuell",69,150000,"benzin",11
"101345",6490,"compact","manuell",60,20000,"benzin",8
"101347",6600,"coupe","manuell",118,70000,"benzin",10
"101348",41000,"cabrio","automatik",265,90000,"benzin",5
"101358",12200,"cabrio","manuell",150,125000,"benzin",12
"101360",7900,"suv","manuell",141,60000,"benzin",8
"101363",15200,"cabrio","manuell",200,150000,"benzin",10
"101364",1750,"compact","manuell",75,150000,"diesel",15
"101367",5500,"suv","automatik",313,150000,"diesel",14
"101374",899,"compact","manuell",65,150000,"benzin",19
"101380",3100,"cabrio","manuell",125,125000,"benzin",15
"101383",7990,"compact","manuell",94,40000,"benzin",5
"101384",3200,"compact","manuell",58,90000,"benzin",15
"101385",1300,"compact","manuell",50,150000,"benzin",18
"101386",24980,"cabrio","automatik",306,80000,"benzin",9
"101389",16900,"coupe","automatik",200,80000,"benzin",10
"101390",1599,"cabrio","manuell",116,150000,"benzin",21
"101391",18500,"cabrio","manuell",170,125000,"benzin",7
"101397",500,"compact","manuell",90,150000,"benzin",22
"101400",9500,"cabrio","automatik",190,125000,"benzin",26
"101402",1399,"compact","manuell",58,150000,"benzin",13
"101407",7500,"suv","manuell",170,90000,"benzin",9
"101408",1000,"compact","manuell",75,150000,"benzin",20
"101411",900,"compact","manuell",60,150000,"benzin",15
"101415",11790,"suv","manuell",155,100000,"diesel",9
"101423",990,"compact","manuell",50,100000,"benzin",22
"101424",10300,"coupe","manuell",13,100000,"benzin",48
"101426",3900,"compact","manuell",65,60000,"benzin",11
"101427",4747,"compact","manuell",68,70000,"benzin",7
"101430",2900,"compact","manuell",58,90000,"benzin",9
"101431",1300,"compact","manuell",55,150000,"benzin",18
"101433",5250,"compact","manuell",69,125000,"benzin",9
"101434",2345,"cabrio","manuell",75,150000,"benzin",23
"101436",8900,"compact","manuell",211,125000,"benzin",11
"101437",14999,"cabrio","manuell",98,40000,"benzin",4
"101438",12799,"cabrio","manuell",170,100000,"benzin",9
"101451",500,"compact","manuell",109,150000,"benzin",16
"101454",2450,"cabrio","manuell",90,150000,"benzin",23
"101459",26900,"suv","automatik",272,125000,"diesel",9
"101461",750,"compact","manuell",58,150000,"benzin",15
"101463",950,"coupe","manuell",102,125000,"benzin",27
"101470",2900,"compact","manuell",75,150000,"benzin",16
"101475",990,"compact","manuell",54,150000,"benzin",18
"101478",44900,"coupe","manuell",170,5000,"diesel",2
"101481",24950,"cabrio","manuell",177,60000,"diesel",4
"101485",300,"compact","manuell",68,150000,"benzin",20
"101487",2499,"compact","manuell",64,70000,"benzin",14
"101496",2200,"coupe","automatik",196,150000,"benzin",17
"101499",5500,"coupe","manuell",225,150000,"benzin",17
"101500",13999,"cabrio","manuell",143,125000,"benzin",6
"101504",48000,"coupe","automatik",420,70000,"benzin",10
"101512",2750,"coupe","manuell",163,150000,"benzin",24
"101524",52500,"cabrio","manuell",355,50000,"benzin",10
"101525",10000,"suv","automatik",185,90000,"diesel",9
"101536",19990,"compact","automatik",184,80000,"diesel",4
"101537",2949,"cabrio","manuell",150,150000,"benzin",21
"101539",2500,"compact","manuell",75,150000,"benzin",12
"101541",1000,"compact","manuell",75,150000,"benzin",19
"101551",4799,"compact","manuell",82,30000,"benzin",7
"101553",19999,"suv","manuell",150,50000,"diesel",4
"101566",12200,"suv","automatik",140,125000,"diesel",9
"101568",4300,"coupe","manuell",170,30000,"benzin",16
"101585",7855,"suv","automatik",140,150000,"diesel",11
"101591",17500,"cabrio","manuell",192,40000,"benzin",12
"101594",14750,"coupe","automatik",224,150000,"diesel",9
"101603",1299,"coupe","manuell",156,150000,"benzin",26
"101606",1800,"compact","manuell",101,150000,"benzin",18
"101612",2350,"compact","manuell",60,150000,"benzin",12
"101613",17900,"coupe","manuell",245,150000,"diesel",7
"101614",7980,"compact","manuell",98,60000,"benzin",5
"101619",5000,"compact","manuell",82,125000,"benzin",8
"101624",6600,"compact","manuell",97,60000,"benzin",8
"101626",15900,"cabrio","manuell",122,40000,"benzin",5
"101627",10499,"suv","automatik",150,125000,"diesel",9
"101634",850,"compact","manuell",45,150000,"benzin",19
"101637",24990,"suv","automatik",245,150000,"diesel",5
"101640",7000,"cabrio","automatik",218,150000,"benzin",16
"101641",1500,"cabrio","manuell",90,20000,"benzin",22
"101642",15900,"compact","manuell",207,30000,"benzin",4
"101643",17390,"cabrio","manuell",122,70000,"benzin",5
